id,model_short,model_id,source_file,experiment_id,timestamp,config_name,prompt_id,config_prompting,config_weighting,weight_factor,anon_model_code
94,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,0da99fa7-94f0-49ec-a991-3ea040ef250f,2025-10-23T00:25:21.718501,Qwen2_weighted,P9,False,True,1.5,M2
95,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,a000c0eb-791b-4ed6-8ef6-b1b39068d135,2025-10-23T00:25:21.967746,Qwen2_prompted,P9,True,False,1.5,M2
96,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,de764dd6-3c89-4feb-bdbf-24b5c86d0089,2025-10-23T00:25:22.167584,Qwen2_weighted_prompted,P9,True,True,1.5,M2
97,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,85cd258d-18e9-40e9-ac41-164ad649d227,2025-10-23T00:25:22.417401,Qwen2_control,P10,False,False,1.5,M2
98,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,d993dfba-6e07-48e9-ac20-ccb41f91087a,2025-10-23T00:25:22.671892,Qwen2_weighted,P10,False,True,1.5,M2
99,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,71e5c50e-e7c0-4bb3-88ec-190f69e4eb48,2025-10-23T00:25:23.022888,Qwen2_prompted,P10,True,False,1.5,M2
100,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,7ae3810f-2cfd-4243-8acb-0811fe0d6e9e,2025-10-23T00:25:23.276724,Qwen2_weighted_prompted,P10,True,True,1.5,M2
101,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,0767034c-4667-417a-906e-b037bd6ad945,2025-10-23T00:25:24.021635,Qwen2_control,P11,False,False,1.5,M2
102,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,7f1be998-aa00-4419-ad0f-530eb2763f72,2025-10-23T00:25:24.281344,Qwen2_weighted,P11,False,True,1.5,M2
103,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,9497fc39-0bad-4680-bb1c-8eeff067560a,2025-10-23T00:25:24.821578,Qwen2_prompted,P11,True,False,1.5,M2
104,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,49693881-9bd4-4389-aee1-66ce56038a63,2025-10-23T00:25:26.284647,Qwen2_weighted_prompted,P11,True,True,1.5,M2
105,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,25b38d98-3122-4bed-ac44-ea2051fe7d84,2025-10-23T00:25:26.548306,Qwen2_control,P12,False,False,1.5,M2
106,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,f4a7ba5c-8362-4bb9-9caa-ff6534f920f7,2025-10-23T00:25:26.871478,Qwen2_weighted,P12,False,True,1.5,M2
107,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,ee60c171-b874-47c7-aa78-8ca5f1c29cf1,2025-10-23T00:25:28.405509,Qwen2_prompted,P12,True,False,1.5,M2
108,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,d4cfd8af-f994-423a-9f93-d559878ad89b,2025-10-23T00:25:28.887796,Qwen2_weighted_prompted,P12,True,True,1.5,M2
109,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,235d7f7f-a9b1-467a-b55d-fd8fb5eee5cf,2025-10-23T00:25:29.760069,Qwen2_control,P13,False,False,1.5,M2
110,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,124c922a-5061-4e4c-856d-a3b5afeeb9d2,2025-10-23T00:25:30.202392,Qwen2_weighted,P13,False,True,1.5,M2
111,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,e5294c7b-6c98-4e7a-a954-41b6f8cc7009,2025-10-23T00:25:30.962166,Qwen2_prompted,P13,True,False,1.5,M2
112,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,1dfcbd2a-b760-43c7-b2fa-f68ab9fc7b10,2025-10-23T00:25:32.457505,Qwen2_weighted_prompted,P13,True,True,1.5,M2
113,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,6feb5158-4d5b-41f8-a768-cf94bd1717f9,2025-10-23T00:25:32.948605,Qwen2_control,P14,False,False,1.5,M2
114,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,a8ea81a9-e2e0-4a93-a8c2-d39ddcd20cf1,2025-10-23T00:25:33.589006,Qwen2_weighted,P14,False,True,1.5,M2
115,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,20df0087-82ae-4453-a97e-19c6f3984d43,2025-10-23T00:25:34.215357,Qwen2_prompted,P14,True,False,1.5,M2
116,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,47edb3f5-de9a-4b50-9f1d-32956628f24a,2025-10-23T00:25:35.709294,Qwen2_weighted_prompted,P14,True,True,1.5,M2
117,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,6a3c7bf0-a889-470d-9452-534957b0e3b5,2025-10-23T00:25:36.060950,Qwen2_control,P15,False,False,1.5,M2
118,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,ed4dfed8-1941-4b6a-a1f9-09231added16,2025-10-23T00:25:36.587711,Qwen2_weighted,P15,False,True,1.5,M2
119,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,cfbcfca4-bb23-4233-a703-c1f111e6a23f,2025-10-23T00:25:37.241794,Qwen2_prompted,P15,True,False,1.5,M2
120,Qwen2,Qwen/Qwen2.5-0.5B-Instruct-GGUF,src/evaluation/experiment_framework/results/Qwen2/full_data/Qwen2_full_experiment_full_1023_0025.csv,f2bf1c96-2df8-405f-9648-5586056e5213,2025-10-23T00:25:37.649757,Qwen2_weighted_prompted,P15,True,True,1.5,M2
121,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,59040030-0a5c-48dd-9761-e8dc44395d81,2025-10-23T00:25:47.363221,Qwen3_control,P1,False,False,1.5,M4
122,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,c767140c-5bc3-4355-afa9-7a2119b2c1a1,2025-10-23T00:25:49.078740,Qwen3_weighted,P1,False,True,1.5,M4
123,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,21eb3e7d-b34f-40f1-9d21-0a0ab482d926,2025-10-23T00:25:51.345586,Qwen3_prompted,P1,True,False,1.5,M4
124,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,f32ef212-7ffc-4803-bc74-9dabc902218d,2025-10-23T00:25:53.058611,Qwen3_weighted_prompted,P1,True,True,1.5,M4
125,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,e167d240-6e1f-49aa-8377-03438fa06069,2025-10-23T00:25:54.918323,Qwen3_control,P2,False,False,1.5,M4
126,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,8ec3e739-b3dc-4d7a-8940-2018dc5a9f9a,2025-10-23T00:25:56.574384,Qwen3_weighted,P2,False,True,1.5,M4
127,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,91afbc0b-f039-4248-85e1-9fe629ff3fe6,2025-10-23T00:25:58.413959,Qwen3_prompted,P2,True,False,1.5,M4
128,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,abede4d2-0a71-4d18-9455-00d869ae2f69,2025-10-23T00:26:00.111827,Qwen3_weighted_prompted,P2,True,True,1.5,M4
129,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,fd6ef1ca-51a9-4c7f-91cc-19c9d64291e5,2025-10-23T00:26:01.743562,Qwen3_control,P3,False,False,1.5,M4
130,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,74371d3f-336f-45a2-99be-c059382d68df,2025-10-23T00:26:03.142112,Qwen3_weighted,P3,False,True,1.5,M4
131,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,d40ef4bc-659a-4605-b62c-f0591d3dd8c8,2025-10-23T00:26:04.968954,Qwen3_prompted,P3,True,False,1.5,M4
132,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,be114594-fa24-4ec0-bef0-7ee6ff68d996,2025-10-23T00:26:06.778557,Qwen3_weighted_prompted,P3,True,True,1.5,M4
133,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,1ea9fe1e-6aae-4e8e-b0a6-803479687ab7,2025-10-23T00:26:08.511166,Qwen3_control,P4,False,False,1.5,M4
134,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,5bd83dd1-9e03-4d5a-b1b7-65dad3c5e339,2025-10-23T00:26:10.209602,Qwen3_weighted,P4,False,True,1.5,M4
135,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,192f2306-cb6a-4450-9c50-585732b6486a,2025-10-23T00:26:11.724920,Qwen3_prompted,P4,True,False,1.5,M4
136,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,f8cb84c2-6726-47b3-8b11-60c6b3fbe15c,2025-10-23T00:26:13.040482,Qwen3_weighted_prompted,P4,True,True,1.5,M4
137,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,8e3b9861-22d4-4634-ad2c-054bc44d93f1,2025-10-23T00:26:14.680885,Qwen3_control,P5,False,False,1.5,M4
138,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,80ca5b83-c11f-42d5-878c-879868103f21,2025-10-23T00:26:16.311097,Qwen3_weighted,P5,False,True,1.5,M4
139,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,71c29656-677e-4e0b-a75e-f430a7c84206,2025-10-23T00:26:17.980239,Qwen3_prompted,P5,True,False,1.5,M4
140,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,eda4f5a5-ef5c-4aef-b66e-80ce7435e507,2025-10-23T00:26:19.197295,Qwen3_weighted_prompted,P5,True,True,1.5,M4
141,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,e2df1bac-18b4-4b92-ad55-f937d4c6ad92,2025-10-23T00:26:20.483433,Qwen3_control,P6,False,False,1.5,M4
142,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,baeae34c-09fb-4c0e-bebc-828cd2958500,2025-10-23T00:26:22.195027,Qwen3_weighted,P6,False,True,1.5,M4
143,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,be753811-caa0-4f21-adc5-4a2f1943c3bf,2025-10-23T00:26:23.987676,Qwen3_prompted,P6,True,False,1.5,M4
144,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,480b7205-4678-45fe-bde8-6cbfd1148ec8,2025-10-23T00:26:25.103915,Qwen3_weighted_prompted,P6,True,True,1.5,M4
145,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,c1b1f446-89b4-46da-9296-a05107d7310a,2025-10-23T00:26:26.723344,Qwen3_control,P7,False,False,1.5,M4
146,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,4304d063-8919-41ae-a5db-570e2e02cbfb,2025-10-23T00:26:28.414319,Qwen3_weighted,P7,False,True,1.5,M4
147,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,afe2ed34-2194-4cf0-af17-20f0f7d02d2d,2025-10-23T00:26:29.971168,Qwen3_prompted,P7,True,False,1.5,M4
148,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,44580eba-7496-48de-8124-858985d0485d,2025-10-23T00:26:31.593243,Qwen3_weighted_prompted,P7,True,True,1.5,M4
149,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,5eb984b3-9dd7-4cf8-ac80-fb649d2682a6,2025-10-23T00:26:33.298567,Qwen3_control,P8,False,False,1.5,M4
150,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,e2771115-fd08-4269-abf6-d042e16fe8a0,2025-10-23T00:26:34.924120,Qwen3_weighted,P8,False,True,1.5,M4
151,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,f9d0b4f2-8889-4985-b774-e15ba63f5a4a,2025-10-23T00:26:36.737702,Qwen3_prompted,P8,True,False,1.5,M4
152,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,225e46f5-47c2-42af-8067-e6468b7384d8,2025-10-23T00:26:38.056972,Qwen3_weighted_prompted,P8,True,True,1.5,M4
153,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,904a1e62-ec36-492d-9b91-61eddad1a0fa,2025-10-23T00:26:40.201874,Qwen3_control,P9,False,False,1.5,M4
154,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,1243ce83-1159-47c8-be09-9c08054eee45,2025-10-23T00:26:42.011092,Qwen3_weighted,P9,False,True,1.5,M4
155,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,1f92e51d-fb1e-4912-a890-503d35cb3c79,2025-10-23T00:26:43.837011,Qwen3_prompted,P9,True,False,1.5,M4
156,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,a206272c-a524-4c35-ba2d-a055e79983cc,2025-10-23T00:26:45.078382,Qwen3_weighted_prompted,P9,True,True,1.5,M4
157,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,570ef70b-de49-47b3-8add-68e986f018f9,2025-10-23T00:26:46.682328,Qwen3_control,P10,False,False,1.5,M4
158,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,e10cc2e8-ee77-4d4d-8b18-5b1ee9cfb354,2025-10-23T00:26:48.126393,Qwen3_weighted,P10,False,True,1.5,M4
159,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,d9ba9057-8a45-4839-88ef-4898fe559c97,2025-10-23T00:26:49.424106,Qwen3_prompted,P10,True,False,1.5,M4
160,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,c065e60d-a6b9-43bc-bc71-8ecef1fc06fb,2025-10-23T00:26:50.475916,Qwen3_weighted_prompted,P10,True,True,1.5,M4
161,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,6766d280-daef-41a1-b3c0-613fc3f5846c,2025-10-23T00:26:52.134540,Qwen3_control,P11,False,False,1.5,M4
162,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,dd81b4b5-4c34-4728-87f7-99172c4292ea,2025-10-23T00:26:53.744034,Qwen3_weighted,P11,False,True,1.5,M4
163,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,9d7a1a3a-6750-4361-8bbb-61af3b96457a,2025-10-23T00:26:55.284772,Qwen3_prompted,P11,True,False,1.5,M4
164,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,9e3eba6a-ae3a-40e5-8034-4b7894b97278,2025-10-23T00:26:56.733008,Qwen3_weighted_prompted,P11,True,True,1.5,M4
165,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,bc6f02cd-e5f3-4b35-9e97-95171586a537,2025-10-23T00:26:58.361833,Qwen3_control,P12,False,False,1.5,M4
166,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,bd6ea55c-fb0c-4c27-8273-30f5f9e628b5,2025-10-23T00:26:59.649294,Qwen3_weighted,P12,False,True,1.5,M4
167,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,70354e19-2ce6-4ff8-8e41-bc9bfb75384e,2025-10-23T00:27:01.440911,Qwen3_prompted,P12,True,False,1.5,M4
168,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,f7e2f7fa-5220-4265-a81e-79bef4debf9a,2025-10-23T00:27:03.108252,Qwen3_weighted_prompted,P12,True,True,1.5,M4
169,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,58fc9fba-5a9b-4c4c-b624-af5eec41250f,2025-10-23T00:27:04.771457,Qwen3_control,P13,False,False,1.5,M4
170,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,efd05057-8602-4bde-a17f-f1046146d367,2025-10-23T00:27:06.399522,Qwen3_weighted,P13,False,True,1.5,M4
171,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,dd4e3751-7087-4b05-9ca7-e3e7485437f8,2025-10-23T00:27:08.197072,Qwen3_prompted,P13,True,False,1.5,M4
172,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,727940c5-45a5-43f4-af3b-37b1f6b46045,2025-10-23T00:27:09.886256,Qwen3_weighted_prompted,P13,True,True,1.5,M4
173,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,fb287448-cde1-49f8-9709-2e3f2d98ab55,2025-10-23T00:27:11.376627,Qwen3_control,P14,False,False,1.5,M4
174,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,de231e70-04f2-413d-9808-ab484db3947c,2025-10-23T00:27:13.019062,Qwen3_weighted,P14,False,True,1.5,M4
175,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,2690c1f2-adde-47e1-a0c6-10b25f4eaa0f,2025-10-23T00:27:14.262724,Qwen3_prompted,P14,True,False,1.5,M4
176,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,526825b4-1cd7-435b-854c-7f0768411d02,2025-10-23T00:27:15.403692,Qwen3_weighted_prompted,P14,True,True,1.5,M4
177,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,af476885-7a69-470a-bffa-7bd50385194f,2025-10-23T00:27:17.051991,Qwen3_control,P15,False,False,1.5,M4
178,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,4879b48d-8f8c-4c77-b837-c1000d194623,2025-10-23T00:27:18.679605,Qwen3_weighted,P15,False,True,1.5,M4
179,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,4405d937-7577-484c-931a-be9aa7df7ada,2025-10-23T00:27:19.780971,Qwen3_prompted,P15,True,False,1.5,M4
180,Qwen3,ggml-org/Qwen3-0.6B-GGUF,src/evaluation/experiment_framework/results/Qwen3/full_data/Qwen3_full_experiment_full_1023_0027.csv,261f2be5-8089-4376-94b2-b56095e544ec,2025-10-23T00:27:21.064537,Qwen3_weighted_prompted,P15,True,True,1.5,M4
181,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,5d525335-2c60-4a05-a070-4f46cd649cee,2025-10-23T00:27:24.097106,TinyLlama_control,P1,False,False,1.5,M1
182,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,1ee31d76-da76-4f54-9926-cf34d2464c2f,2025-10-23T00:27:25.516877,TinyLlama_weighted,P1,False,True,1.5,M1
183,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,b79ceb56-4137-46df-a129-da92acaec96d,2025-10-23T00:27:26.295075,TinyLlama_prompted,P1,True,False,1.5,M1
184,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,6d9992d0-e209-4423-b310-60fbcfdc2369,2025-10-23T00:27:26.755592,TinyLlama_weighted_prompted,P1,True,True,1.5,M1
185,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,7fa11290-fa38-4179-a933-e1ba22908dc9,2025-10-23T00:27:29.121708,TinyLlama_control,P2,False,False,1.5,M1
186,TinyLlama,TheBloke/TinyLlama-1.1B-Chat-v1.0-GGUF,src/evaluation/experiment_framework/results/TinyLlama/full_data/TinyLlama_full_experiment_full_1023_0029.csv,786b2600-bcd6-4235-8b3b-ddb0ba7b02c5,2025-10-23T00:27:31.431829,TinyLlama_weighted,P2,False,True,1.5,M1
